IPQA NO;Current Paper NO;Lot;Product Model;Equipment;Surface Treatment;Layout Design;Production Process;Edge Position;Board Specification;Board Length (mm);Board Width (mm);Minimum Hole Diameter (mm);Customer Number;Full Board Plating_Production Line Equipment Name;Full Board Plating_Copper Surface Requirement (um);Full Board Plating_Hole Copper Requirement (um);Full Board Plating_Copper Current Density;Full Board Plating_Spray Frequency (HZ);Full Board Plating_Copper Plating Time (min);Full Board Plating_Board Speed (m/min);Pattern Plating_Production;Pattern Plating_Copper Surface Requirement (um);Pattern Plating_Hole Copper Requirement (um);Pattern Plating_Plated Area (GTL);Pattern Plating_Plated Area (GBL);Pattern Plating_Copper Current Density;Pattern Plating_Tin Plating Current Density;Pattern Plating_Spray Frequency|Copper (HZ);Pattern Plating_Spray Frequency|Tin (HZ);Pattern Plating_Copper Plating Time (min);Pattern Plating_Tin Plating Time (min);Pattern Plating_Board Speed (m/min);Is Hole Plugged;Not Plugged;Plugged;Inspection Item;Requirement;Measured Range 1;Measured Range 2;Measured Range 3;Measured Range 4;Measured Range 5;Measured Range 6;Average Value;Judgment;min_requirement;judgement_criteria;label;thickness_min;thickness_max;thickness_mean;thickness_std;thickness_range;mfgpartId;Part Number;Panel Length;Panel Width;Part Length;Part Width;Line width/spacing (mm);Graphic Area C Side %;Graphic Area S Side %;Board Thickness (mm);Min. hole size;Total Hole Quantity;Ratio;Panel Size;Line Width (mm);Line Spacing (mm);is_vcp;minimal_thickness;maximal_thickness;thickness_asymmetry;thickness_req_ratio;thickness_delta;minimum_hole_diameter
DCI-20241218440;ECI-20241218002;WOA241216463-00-001-001;J0400433A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.1;622.0;494.0;0.35;;东威;5;5;15;45.0;19.0;2;龙门;35;18;35.65;37.37;16.0;10.0;;;60.0;8;;;;;孔铜;≥18平均20;32.2;26.94;36.14;32.2;24.97;33.51;30.99;ACC;18.0;23.0;0;24.97;36.14;30.99;4.21;11.17;391261;J0400433A00.0;622.0;494.0;350.74;116.8;0.152/0.254;35.65;37.37;1.6;0.35;14046.0;4.571428571428572;307268.0;0.152;0.254;False;24.97;36.14;11.170000000000002;0.38722222222222213;6.969999999999999;0.35
DCI-20241218441;ECI-20241218003;WOA241214459-00-001-001;J0200145C00.0;2#龙门图电线;沉锡;A板;正片;短边;1.5;580.0;436.0;0.4;;荣信;5;5;2.5;45.0;18.0;1.3;龙门;35;25;51.95;53.73;20.0;10.0;;;70.0;8;;;;;孔铜;≥25;34.83;28.26;34.17;34.17;28.91;33.51;32.3;ACC;25.0;30.0;1;28.26;34.83;32.31;2.92;6.569999999999997;389315;J0200145C00.0;580.0;436.0;269.7;206.73;0.254/0.238;51.95;53.73;1.6;0.4;15206.0;4.0;252880.0;0.254;0.238;False;28.26;34.83;6.569999999999997;0.13040000000000007;3.2600000000000016;0.4
DCI-20241219309;ECI-20241219002;WOA241213420-00-001-001;J0200388A00.0;2#龙门图电线;喷锡;A板;正片;长边;1.5;622.0;501.0;0.8;;东威;5;5;15;45.0;19.0;2;龙门;55-95;20;65.56;52.32;15.0;10.0;;;60.0;8;;;;;孔铜;≥20平均25;31.54;24.31;30.89;27.6;23.0;28.26;27.6;ACC;20.0;25.0;1;23.0;31.54;27.6;3.43;8.54;383870;J0200388A00.0;622.0;501.0;270.01;201.0;;65.56;52.32;1.6;0.8;7170.0;2.0;311622.0;;;False;23.0;31.54;8.54;0.15;3.0;0.8
DCI-20241219580;ECI-20241219003;WOA241206153-00-003-019;J0400398A00.0;2#龙门图电线;沉锡;A板;正片;短边;1.2;600.0;462.0;0.7;;东威;5;5;15;45.0;19.0;2;龙门;83.7;20;51.6;55.6;16.0;10.0;;;60.0;8;;;;;孔铜;≥20平均25;33.51;26.94;32.86;34.17;26.94;30.23;30.77;ACC;20.0;25.0;0;26.94;34.17;30.78;3.26;7.23;379808;J0400398A00.0;600.0;462.0;284.8;218.0;/;51.6;55.6;2.4;0.7;2840.0;3.428571428571429;277200.0;;;False;26.94;34.17;7.23;0.3470000000000001;6.940000000000001;0.7
DCI-20241220451;ECI-20241220001;WOA241211312-00-001-002;J0400381A00.0;1#东威图电VCP线;沉锡;A板;正片;短边;0.71;546.0;470.0;0.3;;荣信;5;5;2.5;45.0;18.0;1.3;东威;52.9;20;45.8;42.55;34.0;16.0;45;45;36.0;6;1;;;;孔铜;≥20平均25;28.26;19.71;28.26;28.91;19.71;30.23;25.84;REJ;20.0;25.0;1;19.71;30.23;25.85;4.81;10.52;387227;J0400381A00.0;546.0;470.0;255.5;222.0;0.2/0.2;45.8;42.55;1.7;0.3;26463.0;5.666666666666667;256620.0;0.2;0.2;True;19.71;30.23;10.52;-0.014499999999999957;-0.28999999999999915;0.3
DCI-20241220452;ECI-20241220002;WOA241211332-00-001-004;JB2C307LB0;1#东威图电VCP线;喷锡;A板;正片;短边;1.5(含铜);432.0;332.0;0.45;;东威;5;5;15;45.0;19.0;2;东威;34;25;58.0;59.0;36.0;16.0;45;45;36.0;6;1;;;;孔铜;≥25;37.46;27.6;35.49;41.4;27.6;37.4;34.49;ACC;25.0;30.0;1;27.6;41.4;34.49;5.67;13.8;3672;JB2C307LB0;432.0;332.0;312.0;205.0;0.60/;58.0;59.0;1.6;0.45;10824.0;3.555555555555556;143424.0;0.6;;True;27.6;41.4;13.799999999999997;0.10400000000000005;2.6000000000000014;0.45
DCI-20241220511;ECI-20241220003;WOA241212367-00-001-004;JB2C446LA0;1#东威图电VCP线;喷锡;A板;正片;短边;1.50(含铜);448.0;347.0;0.4;;东威;5;5;15;45.0;19.0;2;东威;34;20;69.0;65.0;31.0;16.0;45;40;36.0;6;1;;;;孔铜;≥20平均25;33.51;26.31;32.86;33.51;24.97;32.86;30.67;ACC;20.0;25.0;0;24.97;33.51;30.67;3.93;8.54;21152;JB2C446LA0;448.0;347.0;327.5;213.0;0.305/0.211;69.0;65.0;1.6;0.4;13242.0;4.0;155456.0;0.305;0.211;True;24.97;33.51;8.54;0.24849999999999994;4.969999999999999;0.4
DCI-20241220536;ECI-20241220004;WOA241211312-00-001-002;J0400381A00.0;1#东威图电VCP线;沉锡;A板;正片;短边;0.71;546.0;470.0;0.3;;荣信;5;5;2.5;45.0;18.0;1.3;东威;52.9;20;45.8;42.55;33.0;16.0;45;40;36.0;6;1;;;;孔铜;≥20平均25;37.46;26.94;34.83;34.17;24.31;32.86;31.76;ACC;20.0;25.0;0;24.31;37.46;31.76;5.05;13.15;387227;J0400381A00.0;546.0;470.0;255.5;222.0;0.2/0.2;45.8;42.55;1.7;0.3;26463.0;5.666666666666667;256620.0;0.2;0.2;True;24.31;37.46;13.150000000000002;0.21549999999999994;4.309999999999999;0.3
DCI-20241222325;ECI-20241221002;WOA241211313-00-002-007;J0200363A00.0;1#东威图电VCP线;喷锡;A板;正片;短边;1.1;600.0;519.0;0.4;;荣信;5;5;2.5;45.0;18.0;1.3;东威;35;25;66.0;73.0;34.0;16.0;40;35;36.0;6;1;;;;孔铜;≥25;32.86;29.57;32.86;31.54;30.89;32.86;31.76;ACC;25.0;30.0;0;29.57;32.86;31.76;1.36;3.289999999999999;383248;J0200363A00.0;600.0;519.0;176.5;141.5;0.254/;66.0;73.0;1.2;0.4;23361.0;3.0;311400.0;0.254;;True;29.57;32.86;3.289999999999999;0.18280000000000002;4.57;0.4
DCI-20241222328;ECI-20241222001;WOA241219579-00-001-001;J0400434A00.0;1#东威图电VCP线;沉锡;A板;正片;短边;0.4;622.0;525.0;0.35;;东威;5;5;15;45.0;19.0;2;东威;35;18;54.9;53.4;26.0;16.0;35;30;36.0;6;1;;;;孔铜;≥18平均20;37.46;34.23;36.14;36.14;33.51;34.27;35.29;REJ;18.0;23.0;0;33.51;37.46;35.29;1.52;3.950000000000003;389877;J0400434A00.0;622.0;525.0;249.3;116.2;0.152/0.152;54.9;53.4;1.0;0.35;38492.0;2.857142857142857;326550.0;0.152;0.152;True;33.51;37.46;3.950000000000003;0.8616666666666666;15.509999999999998;0.35
DCI-20241222331;ECI-20241222002;WOA241220634-00-001-001;J0200198B00.0;1#东威图电VCP线;沉锡;A板;正片;短边;1.4;580.0;549.5;0.4mm;;东威;5;5;15;45.0;19.0;2;龙门;83.7;25;60.1;60.8;20.0;10.0;;;70.0;8;;;;;孔铜;≥25;33.51;29.57;34.83;35.49;30.23;37.46;33.51;ACC;25.0;30.0;0;29.57;37.46;33.52;3.08;7.890000000000001;395023;J0200198B00.0;580.0;549.5;267.0;267.0;0.2/0.25;60.1;60.8;1.55;0.4;35336.0;3.875;318710.0;0.2;0.25;True;29.57;37.46;7.890000000000001;0.18280000000000002;4.57;0.4
DCI-20241222348;ECI-20241222003;WOA241220610-00-001-001;J0200412A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;600.0;546.0;0.35;;东威;5;5;15;45.0;19.0;2;龙门;35;20;57.44;68.68;18.0;11.0;;;60.0;8;;;;;孔铜;≥20平均25;30.23;24.31;30.23;31.54;24.31;30.89;28.58;ACC;20.0;25.0;1;24.31;31.54;28.58;3.35;7.23;392070;J0200412A00.0;600.0;546.0;173.88;143.0;0.2/0.2;57.44;68.68;1.6;0.35;6965.0;4.571428571428572;327600.0;0.2;0.2;False;24.31;31.54;7.23;0.21549999999999994;4.309999999999999;0.35
DCI-20241222366;ECI-20241222004;WOA241209248-00-001-001;J0400392A00.0;2#龙门图电线;沉锡;A板;正片;短边;0.2;600.0;494.0;0.4;;东威;5;5;15;45.0;19.0;2;龙门;35;25;71.9;74.0;20.0;11.0;;;70.0;8;;;;;孔铜;≥25;41.85;32.62;43.69;43.08;33.85;45.54;40.1;ACC;25.0;30.0;0;32.62;45.54;40.1;5.47;12.92;384888;J0400392A00.0;600.0;494.0;280.0;154.0;0.203/0.203;71.9;74.0;1.6;0.4;7652.0;4.0;296400.0;0.203;0.203;False;32.62;45.54;12.920000000000002;0.3047999999999999;7.619999999999997;0.4
DCI-20241222446;ECI-20241222005;WOA241220613-00-001-001;J0400426A00.0;2#龙门图电线;喷锡;A板;正片;短边;1;622.0;506.0;0.4;;东威;5;5;15;45.0;19.0;2;龙门;70;18;32.7;30.0;17.0;11.0;;;60.0;8;;;;;孔铜;≥18平均20;34.17;23.66;30.23;34.17;24.97;33.91;30.18;ACC;18.0;23.0;0;23.66;34.17;30.18;4.8;10.51;390629;J0400426A00.0;622.0;506.0;272.0;200.0;0.203/0.2;32.7;30.0;1.6;0.4;11739.0;4.0;314732.0;0.203;0.2;False;23.66;34.17;10.510000000000002;0.31444444444444447;5.66;0.4
DCI-20241222447;ECI-20241222006;WOA241221637-00-001-001;J0200406A00.0;2#龙门图电线;沉锡;A板;正片;短边;1.5;622.0;487.0;0.5;;东威;5;5;15;45.0;19.0;2;龙门;52.9;20;42.9;57.4;18.0;11.0;;;60.0;8;;;;;孔铜;≥20平均25;30.89;23.66;32.86;30.89;24.97;32.2;29.24;ACC;20.0;25.0;1;23.66;32.86;29.24;3.92;9.2;390826;J0200406A00.0;622.0;487.0;183.0;96.16;0.254/0.203;42.9;57.4;1.6;0.5;11702.0;3.2;302914.0;0.254;0.203;False;23.66;32.86;9.2;0.183;3.66;0.5
DCI-20241222481;ECI-20241222007;WOA241218559-00-002-003;J0200392A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;622.0;496.0;0.5;;东威;5;5;15;45.0;19.0;2;龙门;55;18;47.77;51.69;17.0;11.0;;;60.0;8;;;;;孔铜;≥18平均20;28.91;23.66;27.62;28.86;23.0;25.63;26.28;ACC;18.0;23.0;0;23.0;28.91;26.28;2.59;5.91;390455;J0200392A00.0;622.0;496.0;361.5;235.1;0.3/0.3;47.77;51.69;1.6;0.5;9302.0;3.2;308512.0;0.3;0.3;False;23.0;28.91;5.91;0.2777777777777778;5.0;0.5
DCI-20241223269;ECI-20241222008;WOA241212398-00-001-001;J0400395A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.1;622.0;520.5;0.325;H0080;东威;5;5;17;45.0;19.0;2;龙门;55-95;20;48.0;50.0;18.0;11.0;;;60.0;8;;;;;孔铜;≥20平均25;32.86;24.97;32.2;32.86;24.97;32.2;30.01;ACC;20.0;25.0;1;24.97;32.86;30.01;3.92;7.890000000000001;384175;J0400395A00.0;622.0;520.5;286.0;197.8;0.203/0.176;47.64;50.36;1.6;0.325;26796.0;4.923076923076923;323751.0;0.203;0.176;False;24.97;32.86;7.890000000000001;0.24849999999999994;4.969999999999999;0.325
DCI-20241223270;ECI-20241223002;WOA241217529-00-001-001;J0400191B00.0;2#龙门图电线;沉锡;A板;正片;短边;1.2;500.0;396.0;0.25;;荣信;5;5;2.5;45.0;18.0;1.3;龙门;38.4;20;35.0;35.0;18.0;11.0;;;60.0;8;;;;;孔铜;≥20平均25;34.83;24.97;33.51;34.83;26.94;33.51;31.43;ACC;20.0;25.0;0;24.97;34.83;31.43;4.33;9.86;309140;J0400191B00.0;500.0;396.0;372.0;155.0;0.12/0.11;35.0;35.0;1.6;0.25;15783.0;6.4;198000.0;0.12;0.11;False;24.97;34.83;9.86;0.24849999999999994;4.969999999999999;0.25
DCI-20241223272;ECI-20241223001;WOA241217524-00-001-001;J0400200A00.0;2#龙门图电线;喷锡;A板;正片;短边;0.71;622.0;516.0;0.4;;东威;5;5;15;45.0;19.0;2;龙门;38.4;25;53.4;51.2;20.0;11.0;;;70.0;8;;;;;孔铜;≥25;31.54;25.63;31.54;33.51;30.63;30.23;30.51;ACC;25.0;30.0;0;25.63;33.51;30.51;2.65;7.879999999999999;292885;J0400200A00.0;622.0;516.0;245.0;195.0;0.15/0.15;53.4;51.2;1.6;0.4;62561.0;4.0;320952.0;0.15;0.15;False;25.63;33.51;7.879999999999999;0.02519999999999996;0.629999999999999;0.4
DCI-20241223312;ECI-20241223003;WOA241211316-00-006-019;J0400354A00.0;1#东威图电VCP线;喷锡;A板;正片;短边;0.2;600.0;530.0;0.3;H0080;东威;5;5;17;45.0;19.0;2;东威;52.9;20;51.0;44.0;33.0;16.0;45;40;36.0;6;1;;;;孔铜;≥20平均25;33.58;25.66;34.87;34.87;26.32;34.87;31.69;ACC;20.0;25.0;0;25.66;34.87;31.69;4.45;9.209999999999997;369353;J0400354A00.0;600.0;530.0;280.0;250.0;0.125/0.2;50.99;44.34;1.6;0.3;13157.0;5.333333333333334;318000.0;0.125;0.2;True;25.66;34.87;9.209999999999997;0.28300000000000003;5.66;0.3
DCI-20241223313;ECI-20241223004;WOA241220635-00-001-001;J0400440A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.1;520.5;414.6;0.65;H0080;东威;5;5;17;45.0;19.0;2;龙门;35;25;39.0;80.0;18.0;10.0;;;70.0;8;;;;;孔铜;≥25;36.31;30.77;35.08;38.15;30.77;35.08;34.36;ACC;25.0;30.0;0;30.77;38.15;34.36;3.0;7.379999999999999;393382;J0400440A00.0;520.5;414.6;221.09;165.0;0.203/0.203;38.8;80.27;1.6;0.65;8617.0;2.461538461538462;215799.3;0.203;0.203;False;30.77;38.15;7.379999999999999;0.23079999999999998;5.77;0.65
DCI-20241223314;ECI-20241223005;RPA1241127920-00-001-001;J0800028A00.2;2#龙门图电线;沉金;A板;正片;短边;;470.0;370.0;0.3;H0080;东威;5;5;17;45.0;19.0;2;龙门;38;20;64.0;64.0;18.0;10.0;;;60.0;8;;;;;孔铜;≥20平均25;30.15;26.46;33.85;31.38;27.08;32.62;30.25;ACC;20.0;25.0;0;26.46;33.85;30.26;2.98;7.390000000000001;393671;J0800028A00.2;470.0;370.0;194.0;168.0;0.15/0.15;63.9;64.5;1.627;0.3;15632.0;5.423333333333334;173900.0;0.15;0.15;False;26.46;33.85;7.390000000000001;0.32300000000000006;6.460000000000001;0.3
DCI-20241224302;ECI-20241223006;WOA241216475-00-001-001;J0400424A00.0;1#东威图电VCP线;喷锡;A板;正片;短边;1.1;560.0;470.0;0.45;H0080;东威;5;5;17;45.0;19.0;2;东威;35;25;38.0;37.0;36.0;15.0;45;40;36.0;6;1;;;;孔铜;≥25;38.82;32.89;40.13;39.47;31.58;40.13;37.17;ACC;25.0;30.0;0;31.58;40.13;37.17;3.88;8.550000000000004;389615;J0400424A00.0;560.0;470.0;225.2;179.0;0.3/0.2;38.0;36.57;1.6;0.45;11549.0;3.555555555555556;263200.0;0.3;0.2;True;31.58;40.13;8.550000000000004;0.26319999999999993;6.579999999999998;0.45
DCI-20241224372;ECI-20241224003;WOA241213405-00-005-014;J0400057A00.1;2#龙门图电线;沉锡;A板;正片;短边;0.46;560.0;484.0;0.5;;东威;5;5;15;45.0;19.0;2;龙门;70+25/-10;20;68.0;71.0;18.0;11.0;;;60.0;8;;;;;孔铜;≥20平均25;40.13;34.87;40.16;40.79;32.89;42.1;38.49;ACC;20.0;25.0;0;32.89;42.1;38.49;3.69;9.21;293129;J0400057A00.1;560.0;484.0;460.0;177.4;0.195/0.214;68.0;71.0;1.6;0.5;8337.0;3.2;271040.0;0.195;0.214;False;32.89;42.1;9.21;0.6445000000000001;12.89;0.5
DCI-20241224373;ECI-20241224002;WOA241216494-00-001-001;JP40477LC0;2#龙门图电线;喷锡;A板;正片;短边;1.9;622.0;520.5;0.65;;东威;5;5;15;45.0;19.0;2;龙门;90;25;34.0;34.0;20.0;11.0;;;70.0;8;;;;;孔铜;≥25;44.08;34.21;43.02;44.08;32.87;44.08;40.39;ACC;25.0;30.0;0;32.87;44.08;40.39;5.34;11.21;233314;JP40477LC0;622.0;520.5;589.47;246.05;0.381/0.559;34.0;34.0;2.5;0.65;2050.0;3.846153846153846;323751.0;0.381;0.559;False;32.87;44.08;11.21;0.3147999999999999;7.869999999999997;0.65
DCI-20241224377;ECI-20241224001;WOA241212363-00-001-002;J0400417A00.0;2#龙门图电线;沉锡;A板;正片;短边;1.5;580.0;513.0;0.5;H0080;东威;5;5;17;45.0;19.0;2;龙门;35;25;84.0;84.0;18.0;11.0;;;80.0;8;;;;;孔铜;≥25;45.39;31.58;46.1;46.05;33.55;42.76;40.9;ACC;25.0;30.0;0;31.58;46.1;40.9;6.6;14.52;385746;J0400417A00.0;580.0;513.0;272.3;106.2;0.203/0.203;84.35;84.39;2.5;0.5;9164.0;5.0;297540.0;0.203;0.203;False;31.58;46.1;14.520000000000003;0.26319999999999993;6.579999999999998;0.5
DCI-20241226290;ECI-20241226002;WOA241218545-00-002-002;J0400429A00.0;1#东威图电VCP线;沉锡;A板;正片;短边;0.2;560.0;442.0;0.4;H0080;荣信;5;5;2.5;45.0;18.0;1.3;东威;52.9;25;62.0;74.0;33.0;16.0;40;35;36.0;6;1;;;;孔铜;≥25;29.61;23.03;30.26;27.63;23.68;28.95;27.19;REJ;25.0;30.0;1;23.03;30.26;27.19;3.1;7.23;387740;J0400429A00.0;560.0;442.0;261.7;207.6;0.254/0.56;62.2;74.43;1.1;0.4;19398.0;2.75;247520.0;0.254;0.56;True;23.03;30.26;7.23;-0.07879999999999995;-1.9699999999999989;0.4
DCI-20241226422;ECI-20241226003;WOA241218545-00-001-002;J0400429A00.0;2#龙门图电线;沉锡;A板;正片;短边;0.2;560.0;442.0;0.4;H0080;荣信;5;5;2.5;45.0;18.0;1.3;龙门;52.9;25;62.0;74.0;17.0;11.0;;;70.0;8;;;;;孔铜;≥25;31.58;28.29;33.55;32.89;28.95;34.81;31.67;ACC;25.0;30.0;1;28.29;34.81;31.68;2.6;6.520000000000003;387740;J0400429A00.0;560.0;442.0;261.7;207.6;0.254/0.56;62.2;74.43;1.1;0.4;19398.0;2.75;247520.0;0.254;0.56;False;28.29;34.81;6.520000000000003;0.13159999999999997;3.289999999999999;0.4
DCI-20241226423;ECI-20241226004;WOA241223668-00-001-001;JP21418LB0;2#东威板电VCP线;喷锡;A板;负片;短边;1.5(含铜);622.0;518.5;0.55;H0053;东威;35;20;30;50.0;55.7;0.7;;;;;;;;;;;;;;;;孔铜;≥20平均25;38.15;28.31;35.08;36.31;27.69;35.7;33.54;ACC;20.0;25.0;0;27.69;38.15;33.54;4.42;10.46;81744;JP21418LB0;622.0;518.5;150.0;120.0;;;;1.6;0.55;4273.0;2.909090909090909;322507.0;;;True;27.69;38.15;10.459999999999997;0.38450000000000006;7.690000000000001;0.55
DCI-20241226424;ECI-20241226005;WOA241220623-00-004-023;JB2C885LA0;2#东威板电VCP线;喷锡;A板;负片;短边;1.5;622.0;470.0;0.65;H0080;东威;52.83-87.88;25;32;50.0;55.7;0.7;;;;;;;;;;;;;;;;孔铜;≥25;40.62;28.31;35.69;37.54;28.69;38.77;34.93;ACC;25.0;30.0;1;28.31;40.62;34.94;5.24;12.31;191103;JB2C885LA0;622.0;470.0;294.42;208.92;;;;1.55;0.65;6921.0;2.384615384615385;292340.0;;;True;28.31;40.62;12.309999999999999;0.13239999999999996;3.3099999999999987;0.65
DCI-20241226538;ECI-20241226006;WOA241216473-00-001-008;J0400251A00.0;1#东威图电VCP线;沉金;A板;正片;短边;0.3;500.0;446.0;0.325;;东威;5;5;15;45.0;19.0;2;东威;55;20;73.1;67.3;32.0;16.0;45;40;36.0;6;1;;;;孔铜;≥20平均25;32.0;23.38;35.69;32.0;22.77;33.23;29.84;ACC;20.0;25.0;1;22.77;35.69;29.84;5.42;12.92;320627;J0400251A00.0;500.0;446.0;235.2;210.0;0.18/0.18;73.1;67.3;1.55;0.325;10583.0;4.769230769230769;223000.0;0.18;0.18;True;22.77;35.69;12.919999999999998;0.13849999999999998;2.7699999999999996;0.325
DCI-20241226540;ECI-20241226007;WOA241223644-00-001-001;J0400410A00.0;2#龙门图电线;沉锡;A板;正片;短边;0.5;600.0;542.0;0.35;;东威;5;5;15;45.0;19.0;2;龙门;35;20;59.83;59.42;18.0;11.0;;;60.0;8;;;;;孔铜;≥20平均25;30.92;25.0;31.58;30.92;24.34;32.24;29.16;ACC;20.0;25.0;1;24.34;32.24;29.17;3.52;7.900000000000002;389582;J0400410A00.0;600.0;542.0;258.0;310.0;0.2/0.2;59.83;59.42;1.6;0.35;12491.0;4.571428571428572;325200.0;0.2;0.2;False;24.34;32.24;7.900000000000002;0.217;4.34;0.35
DCI-20241227389;ECI-20241227001;WOA241218534-00-001-001;JP60092LA0;2#龙门图电线;喷锡;A板;正片;短边;;520.0;470.0;0.3;;东威;5;5;15;45.0;19.0;2;龙门;35;18;41.0;35.0;16.0;11.0;;;60.0;8;;;;;孔铜;≥18平均20;32.24;25.66;32.24;34.21;26.97;36.18;31.25;ACC;18.0;23.0;0;25.66;36.18;31.25;4.11;10.52;20192;JP60092LA0;520.0;470.0;233.35;220.0;0.1702/0.178;41.0;35.0;1.6;0.3;17043.0;5.333333333333334;244400.0;0.1702;0.178;False;25.66;36.18;10.52;0.4255555555555556;7.66;0.3
DCI-20241227390;ECI-20241227002;WOA241223656-00-001-002;J0200040A00.2;1#东威图电VCP线;喷锡;A板;正片;短边;1.5;622.0;520.5;0.65;;东威;5;5;15;45.0;19.0;2;东威;53;25;63.0;70.0;33.0;16.0;45;40;36.0;6;1;;;;孔铜;≥25;38.16;34.21;38.82;37.5;36.18;39.47;37.39;ACC;25.0;30.0;0;34.21;39.47;37.39;1.93;5.259999999999998;350814;J0200040A00.2;622.0;520.5;72.0;34.0;0.508/;63.0;70.0;1.55;0.65;3913.0;2.384615384615385;323751.0;0.508;;True;34.21;39.47;5.259999999999998;0.36840000000000006;9.21;0.65
DCI-20241227472;ECI-20241227003;WOA241220611-00-001-003;J0400422A00.0;2#龙门图电线;喷锡;A板;正片;短边;0.7;622.0;520.5;0.5;H0080;东威;5;5;17;45.0;19.0;2;龙门;78.7;20;57.0;54.0;17.0;12.0;;;60.0;8;;;;;孔铜;≥20平均25;39.38;31.38;40.0;39.12;31.38;38.77;36.67;ACC;20.0;25.0;0;31.38;40.0;36.67;4.12;8.620000000000001;390489;J0400422A00.0;622.0;520.5;299.76;246.88;0.3/0.304;56.8;53.6;1.6;0.5;17906.0;3.2;323751.0;0.3;0.304;False;31.38;40.0;8.620000000000001;0.569;11.379999999999999;0.5
DCI-20241227476;ECI-20241227004;WOA241217504-00-001-004;J0400386A00.0;2#东威板电VCP线;沉锡;A板;负片;短边;1.2;580.0;358.0;0.275;H0080;东威;30;18;31;50.0;18.5;2.1;;;;;;;;;;;;;;;;孔铜;≥18平均20;28.31;19.69;28.92;30.15;19.69;30.15;26.15;ACC;18.0;23.0;1;19.69;30.15;26.15;5.06;10.46;381199;J0400386A00.0;580.0;358.0;333.28;267.0;;;;1.6;0.275;6557.0;5.818181818181818;207640.0;;;True;19.69;30.15;10.459999999999997;0.09388888888888897;1.6900000000000013;0.275
DCI-20241230266;ECI-20241229005;WOA241223646-00-001-001;J0800031A00.0;1#东威图电VCP线;沉金;A板;正片;短边;;520.0;414.66;0.25;H0116;荣信;5;5;2.5;50.0;18.0;1.3;东威;30;20;61.0;64.0;36.0;15.0;45;40;36.0;6;1;;;;孔铜;≥20平均25;35.53;24.34;34.31;36.18;24.34;33.55;31.37;ACC;20.0;25.0;1;24.34;36.18;31.38;5.53;11.84;392681;J0800031A00.0;520.0;414.66;156.3;96.3;0.102/0.101;61.0;64.0;1.6;0.25;46377.0;6.4;215623.2;0.102;0.101;True;24.34;36.18;11.84;0.217;4.34;0.25
DCI-20241230271;ECI-20241230001;WOA241225685-00-001-002;J0200408A00.0;1#东威图电VCP线;喷锡;A板;正片;短边;1.5;546.0;414.66;0.4;H0080;荣信;5;5;2.5;45.0;18.0;1.3;东威;38.4;20;53.0;62.0;32.0;15.0;45;40;36.0;6;1;;;;孔铜;≥20平均25;30.77;24.62;29.54;28.92;24.62;30.77;28.2;ACC;20.0;25.0;1;24.62;30.77;28.21;2.87;6.149999999999999;391726;J0200408A00.0;546.0;414.66;190.0;131.5;0.25/0.335;52.6;61.7;1.6;0.4;13396.0;4.0;226404.36;0.25;0.335;True;24.62;30.77;6.149999999999999;0.23100000000000004;4.620000000000001;0.4
DCI-20241230388;ECI-20241230002;WOA241115523-00-002-002;JB4C582LA1;1#东威图电VCP线;喷锡;A板;正片;短边;0.36;500.0;470.0;0.3;H0080;东威;5;5;17;45.0;19.0;2;东威;38.4;20;33.23;55.75;29.0;15.0;40;35;36.0;6;1;;;;孔铜;≥20平均25;39.47;27.63;32.24;36.84;29.61;38.4;34.03;ACC;20.0;25.0;0;27.63;39.47;34.03;4.9;11.84;345087;JB4C582LA1;500.0;470.0;233.0;222.0;0.2/0.2;33.23;55.75;1.2;0.3;11719.0;4.0;235000.0;0.2;0.2;True;27.63;39.47;11.84;0.38149999999999995;7.629999999999999;0.3
DCI-20241230391;ECI-20241230003;WOA241225716-00-001-001;J0200416A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;546.0;367.0;0.4;H0080;东威;5;5;17;45.0;19.0;2;龙门;35;18;52.0;60.0;15.0;10.0;;;60.0;8;;;;;孔铜;≥20平均25;28.95;23.03;29.61;28.95;23.03;28.95;27.08;ACC;20.0;25.0;1;23.03;29.61;27.09;3.15;6.579999999999998;393790;J0200416A00.0;546.0;367.0;171.6;170.8;0.23/0.25;52.47;60.05;1.6;0.4;12063.0;4.0;200382.0;0.23;0.25;False;23.03;29.61;6.579999999999998;0.15150000000000005;3.030000000000001;0.4
